,Number of ratings,Full Review
171,5,"🔥 PERFORMANCE -
✅Performance is awesome , A12 Bionic chip-set is running like Snapdragon 865 , gaming experience , day to day task and image processing all are top notch .
✅ Got iOS 14.6 update .

📷 CAMERA -
✅Back camera is awesome , Sharp and crisp image quality , zooming is not that great
❌It is having single camera lense so no wide angle or telephoto images .
✅though it doesn't have night mode but Surprisingly night images are good.
✅Selfie camera is up to the mark of iphone sta..."
172,5,Valuable for money ...battery is amazing camera is super mobile works faster ♥️
173,5,"It's a very good phone.the camera is very good.the battery is good but can be bit better.
The display is very nice.the performance is very much good as it is A12 which is lightning fast.overall it is a value for money phone
You have not to compromise in any thing except battery. if you are a gamer and you have to play for long times then you will have problem in battery."
174,5,Excellent phone. Battery performance is unlike other iPhone models. Minor itch is in respect of selection of sim in auto SMS requirements like google pay. A safe bet for secured financial transactions
175,5,"Got it at 36.5K. At this price, you get a flagship phone with guaranteed performance for 5 years and then resale value. Display is not the best Apple has but it still amazing to look at, no complaints at all. Maybe you will run out of storage if you click too many photos and videos, since its camera is exceptionally good.

Best part is the 4K video recording with stabilization. If you know how to shoot, you can take cinematic videos from this phone. You can check my video on youtube, search ..."
176,5,It’s my second iPhone I just loved it the Face ID is superb and very beautiful and best iPhone
177,5,Very awesome phone. I love this variant of iPhone. Great performance nice display awesome camera and battery backup is also good. All these things are good but if Apple will give a fast charger with box then it was fully complete package.
178,5,Too amazing and superb look guys i love it too fast processor it has
179,5,"It is a awesome phone. iPhone are well known for secure data & pictures and bank accounts app. Next people who thinks that iPhone are always costly than android. They should also think about versions of network data speed like 2g 3g 4g. In android phone when india adopt 4g network then all 2g and 3g android phones were unable to work with 4g sim with 4g speed whereas old iPhone works smoothly with speed with 4g network sim with speed, so in case no need to change iPhone for next next network...."
180,4,"Nice I phone this is the first time am using an I phone from android everything was amazing I just love the phone camera ,operating, and audio quality everything was superb ..& I was satisfied this product.."
181,5,One of the fantastic phone in range of 40k best camera best display best battery
182,5,"This is my first iPhone purchased in last Republic Day sale.As i am writing this review after a month used almost.

Camera- Super clarity and get nice images.Front camera is OK.
Battery-Lasting for a day for a medium users and bad thing that they provided 5W charger as it takes more than 2hrs.
Performance: IOS is Awesome and no lag while playing Heavy games such as ASPHALT and it’s like fluid experience.
Display:Even this is LCD screen,colour accuracy is perfect
Sound:Audio sound output is ..."
183,5,I am writing this review after 1 week of use.. This is best phone you can go for.. moving from android to ios i was in a big doubt that will it be the good decision to buying the apple iphone but after purchase i love it. Battery performance is super more than any mi or samsung etc.
184,5,Very smooth performance. nice camera quality. We can open multiple apps mobile wont get struck.. there is not much difference between phone11 and xr except nightmode wide angel lens. Value for money. Go for it
185,5,"I have used iPhone 7 128gb variant. That phone was pretty good but the battery performance is not good. I was to supposed to charge the battery twice a day. Now in iPhone xr i have to charge only one time at the morning and seriously it gives me about 14-24hrs of battery backup (depends on the usage). Camera is awesome, battery is awesome, display is good not bad. Overall i will give the xr 4.8/5 rating."
186,5,"Well, its been 7 long years that I stopped using an Iphone and moved to Android. But boy oh boy I must say I missed my Iphone every single day and then I finally bought the XR Black after a long wait. All I can say is the wait was absolutely worth it and im enjoying my phone every single time I use it and it gives me great joy just looking at it. Once an iphone always an iphone!!!!"
187,4,"I bought this mobile after some research and I am satisfied with this mobile.
If you are looking for an iPhone under 45000k, then XR is your mobile. Great battery backup ,dual sim, good camera and best performance.. just go for it."
